iid1	iid2	Nonnormalized_P0	Nonnormalized_P0_serr	OverlapNSNPs
Sample50	Sample27	0.279983706088879	0.0040331320174006	51553
Sample50	Sample45	0.261388468650193	0.0078282444250012	5949
Sample50	Sample24	0.262853149645602	0.0065831925479201	10017
Sample50	Sample22	0.273913839554288	0.0040610072703636	38231
Sample50	Sample25	0.26284289276808	0.0133128786318974	2005
Sample50	Sample31	0.279543350817649	0.0111257916962478	3241
Sample50	Sample18	0.269314303443996	0.0106522205162016	3223
Sample40	Sample47	0.270454875744805	0.0048622544611728	27524
Sample40	Sample32	0.266951132151867	0.0040998426125679	32107
Sample40	Sample33	0.264397216475456	0.0046100975486629	26585
Sample40	Sample14	0.265692934782609	0.0047303144298493	29440
Sample40	Sample9	0.264919786096257	0.0044014911829788	28050
Sample40	Sample11	0.269625902297301	0.0043455981841988	33387
Sample40	Sample53	0.269053188869737	0.0039187772016471	32488
Sample40	Sample46	0.26890255380561	0.0044366906421828	31874
Sample40	Sample55	0.27301044634378	0.0044859938768934	26325
Sample40	Sample34	0.272565964577925	0.0044566149653997	30433
Sample40	Sample5	0.270513076462368	0.0054258804235596	15027
Sample40	Sample39	0.275242684050167	0.0042899054541074	28226
Sample40	Sample49	0.274321527138914	0.0056970542062991	17392
Sample40	Sample56	0.276519237684286	0.0043427780921661	30591
Sample40	Sample20	0.269733874605323	0.0052805007973309	19953
Sample40	Sample36	0.278957186001066	0.0047648891110081	22516
Sample40	Sample37	0.275584479674295	0.0042576914972023	32422
Sample40	Sample41	0.27493323378227	0.0043750943939636	34823
Sample40	Sample28	0.278810092055915	0.0061744482928391	11732
Sample40	Sample2	0.281544949461142	0.0045029602574931	29878
Sample40	Sample29	0.283296234464849	0.004677979376337	21564
Sample40	Sample30	0.27718670246263	0.0042573938894998	30171
Sample40	Sample3	0.274123197436354	0.0051605604863264	22468
Sample40	Sample8	0.275577557755776	0.0082502816657523	6060
Sample40	Sample42	0.279384794931644	0.0049876325870163	23992
Sample40	Sample35	0.276507201273793	0.0045911112024139	27634
Sample40	Sample12	0.275538522532047	0.0075283276550953	7567
Sample40	Sample21	0.277472176026609	0.0075134523356118	7817
Sample40	Sample16	0.281043956043956	0.0064189891086239	10920
Sample40	Sample19	0.274868940521649	0.0040678371225317	30902
Sample40	Sample15	0.238851666148999	0.0052015274646099	22537
Sample40	Sample10	0.281337579617834	0.004268670771771	31400
Sample40	Sample23	0.276310391618543	0.0042386635637407	31689
Sample40	Sample44	0.279998729876481	0.0044007645609213	31493
Sample40	Sample1	0.276514923123304	0.0045068271745861	33170
Sample40	Sample51	0.272094662947181	0.0040436616312222	32621
Sample40	Sample17	0.277355705181291	0.0050172320733284	27773
Sample40	Sample48	0.267760791366906	0.0056352339375658	17792
Sample40	Sample13	0.276983802912754	0.0049683525950162	29388
Sample40	Sample57	0.277471891916902	0.0050907355766448	21613
Sample40	Sample54	0.275937346504393	0.0051207222883997	18323
Sample40	Sample7	0.271469661690179	0.0057897366144894	14602
Sample40	Sample58	0.280439644097635	0.0056391721133539	21017
Sample40	Sample27	0.275515437480767	0.0042362861550315	29247
Sample40	Sample45	0.257860040567951	0.0099750915939575	3944
Sample40	Sample24	0.259353606113676	0.0079678193510073	6281
Sample40	Sample22	0.269386639952643	0.0049624232183759	21961
Sample40	Sample25	0.29122468659595	0.017294068318692	1037
Sample40	Sample31	0.264723740133576	0.0144625573261341	1647
Sample40	Sample18	0.262716935966487	0.0143557134959897	1671
Sample47	Sample32	0.25955077037312	0.0035737813459725	53870
Sample47	Sample33	0.258297221514147	0.0037439583710532	39230
Sample47	Sample14	0.266057696581767	0.0038251191714297	44994
Sample47	Sample9	0.263001943772816	0.003895061108273	42186
Sample47	Sample11	0.22536593917083	0.0035044056919491	57045
Sample47	Sample53	0.267169756557704	0.0033385391729246	55126
Sample47	Sample46	0.263219741480611	0.0035505695951507	53613
Sample47	Sample55	0.268157570783751	0.0040434103181714	38992
Sample47	Sample34	0.239760011625734	0.0036642288383065	48169
Sample47	Sample5	0.268749100331078	0.0056287948902473	20841
Sample47	Sample39	0.280038782604583	0.0038871506265415	42287
Sample47	Sample49	0.232583236740078	0.0045583101525078	25019
Sample47	Sample56	0.268866283234746	0.0037150497166965	48857
Sample47	Sample20	0.268710906607233	0.004447537802843	27818
Sample47	Sample36	0.277774350749491	0.0043699722677515	32422
Sample47	Sample37	0.201139836148554	0.003136440517755	53341
Sample47	Sample41	0.271995716602888	0.0035583640077023	63501
Sample47	Sample28	0.268577940382655	0.0050066521619939	16673
Sample47	Sample2	0.262716352774188	0.0039233196526448	47203
Sample47	Sample29	0.28113195863521	0.0039217337937197	32298
Sample47	Sample30	0.277703191159765	0.0038239225267235	48415
Sample47	Sample3	0.260430458478308	0.0048374651780545	32477
Sample47	Sample8	0.269800884955752	0.0071168378860826	9040
Sample47	Sample42	0.270951531852812	0.0045719083132306	37014
Sample47	Sample35	0.272084485337443	0.0041493639390928	44126
Sample47	Sample12	0.262571807335396	0.0068258695429495	11315
Sample47	Sample21	0.273164647184604	0.0062550747722419	11224
Sample47	Sample16	0.267701321366243	0.0060516858516924	16044
Sample47	Sample19	0.27909190621055	0.0034225700962604	48321
Sample47	Sample15	0.255790200967287	0.0044595349517813	33289
Sample47	Sample10	0.250085295121119	0.0038159221924021	49827
Sample47	Sample23	0.257187364435856	0.0036655310114711	50714
Sample47	Sample44	0.203180457240299	0.0035079662709287	50433
Sample47	Sample1	0.264780794450767	0.004014117064592	55359
Sample47	Sample51	0.270512164135237	0.0034931580393346	52737
Sample47	Sample17	0.26436340984235	0.0046411644869414	41738
Sample47	Sample48	0.283639265762171	0.0047054659991485	25060
Sample47	Sample13	0.279710270645385	0.0038519076703875	46112
Sample47	Sample57	0.267949572893843	0.0040188099428124	31491
Sample47	Sample54	0.276438645153729	0.0044763184585522	25597
Sample47	Sample7	0.270645792563601	0.0050733909847887	20440
Sample47	Sample58	0.266246503102994	0.0045429540553965	31099
Sample47	Sample27	0.278308260517071	0.0035482489518801	44404
Sample47	Sample45	0.255171244489658	0.0083994852384957	5898
Sample47	Sample24	0.24982498249825	0.0063299666768791	9999
Sample47	Sample22	0.26373025990582	0.0035688874365888	38437
Sample47	Sample25	0.229667088074168	0.0109711298732063	2373
Sample47	Sample31	0.263200214419727	0.0098434801839753	3731
Sample47	Sample18	0.254876462938882	0.0090979148280157	3845
Sample32	Sample33	0.249852310624107	0.0032034155732405	52475
Sample32	Sample14	0.202225894245723	0.0032831217855669	61728
Sample32	Sample9	0.269418419657062	0.0033701277605294	56570
Sample32	Sample11	0.26119662335624	0.0031100818268636	89201
Sample32	Sample53	0.262136812897012	0.0027943280137886	87214
Sample32	Sample46	0.249738931928018	0.0030382619581034	82354
Sample32	Sample55	0.269170670729325	0.0032733955486068	51198
Sample32	Sample34	0.265617079643379	0.0032728550527947	67074
Sample32	Sample5	0.2081775321086	0.0046862146014339	24604
Sample32	Sample39	0.273748554435817	0.0038529488532067	54477
Sample32	Sample49	0.264141678669635	0.0041815315235723	30548
Sample32	Sample56	0.275915046161287	0.0032396582462177	70297
Sample32	Sample20	0.274899208600866	0.0044876416929657	33485
Sample32	Sample36	0.273114110182294	0.0037834653842808	39716
Sample32	Sample37	0.266699171136031	0.0033655361875866	79989
Sample32	Sample41	0.261481103352719	0.002509705049177	109702
Sample32	Sample28	0.277643182478922	0.0047827313255993	20638
Sample32	Sample2	0.273119317239403	0.0032168595201924	66319
Sample32	Sample29	0.279389641091769	0.0035081733842313	41877
Sample32	Sample30	0.240607698868154	0.0034474881868358	69179
Sample32	Sample3	0.274028629856851	0.0041105354496695	39609
Sample32	Sample8	0.281430122796759	0.0057404054619393	11971
Sample32	Sample42	0.271058630969778	0.0034964223977978	51321
Sample32	Sample35	0.271102173947464	0.0032428014191789	63157
Sample32	Sample12	0.266869945644969	0.0057733614814047	15086
Sample32	Sample21	0.276304533789564	0.0053395273327073	14028
Sample32	Sample16	0.273908960608906	0.0048986549569297	20233
Sample32	Sample19	0.243950789159088	0.0035179691949307	66083
Sample32	Sample15	0.274073552535849	0.0042568416698927	42609
Sample32	Sample10	0.270515321932744	0.0031954362830079	69704
Sample32	Sample23	0.272516556291391	0.0030824795955745	72480
Sample32	Sample44	0.267255543540845	0.0032843455638445	71209
Sample32	Sample1	0.267806712893418	0.0032454343358458	83213
Sample32	Sample51	0.276622044551982	0.0035043183707873	76046
Sample32	Sample17	0.272848553175498	0.0038275780784571	53220
Sample32	Sample48	0.275651691625069	0.0043616254805159	30651
Sample32	Sample13	0.275948975647468	0.0032871874485873	64675
Sample32	Sample57	0.276764669395857	0.0038985503583517	40305
Sample32	Sample54	0.283023811863352	0.0040274015093243	30531
Sample32	Sample7	0.260498944240244	0.0045369724823709	25574
Sample32	Sample58	0.269775517797346	0.0042603727863559	40315
Sample32	Sample27	0.281389748882009	0.0035271435715262	58140
Sample32	Sample45	0.259382151029748	0.0069740989664543	8740
Sample32	Sample24	0.256774766770324	0.0049773671901053	15757
Sample32	Sample22	0.198389557808227	0.003740491495874	66193
Sample32	Sample25	0.253844693373837	0.0081563216437173	5267
Sample32	Sample31	0.263183068276934	0.0062966035256791	8363
Sample32	Sample18	0.250985392997913	0.0062869765739884	8626
Sample33	Sample14	0.270263493800146	0.0033957567376732	43872
Sample33	Sample9	0.267195637221185	0.0035013568521583	40708
Sample33	Sample11	0.264558564018467	0.0039945950178327	56101
Sample33	Sample53	0.268648718564645	0.0032823717162225	54119
Sample33	Sample46	0.252906196048341	0.0036571869919331	52130
Sample33	Sample55	0.266138225391692	0.0037944128753305	37721
Sample33	Sample34	0.273964546752919	0.0036485898303844	47612
Sample33	Sample5	0.237833633137245	0.0051670674329159	20569
Sample33	Sample39	0.279495117885211	0.0040153891654223	41990
Sample33	Sample49	0.267203153227131	0.0051579256530901	24356
Sample33	Sample56	0.277669143527571	0.0033842181172249	48583
Sample33	Sample20	0.268954450968236	0.0041861399626227	27421
Sample33	Sample36	0.278535941135778	0.0043062378202564	31802
Sample33	Sample37	0.267403314917127	0.0033339789702674	53395
Sample33	Sample41	0.270852785558668	0.0030165134331629	64260
Sample33	Sample28	0.271005699577128	0.0055439522055265	16317
Sample33	Sample2	0.276417923143993	0.0036226275120024	47023
Sample33	Sample29	0.282600490658615	0.0040950760391065	31794
Sample33	Sample30	0.265056435309973	0.0032628146647032	47488
Sample33	Sample3	0.277405831560506	0.0046262650453602	31964
Sample33	Sample8	0.275214834916328	0.0068934587974381	8844
Sample33	Sample42	0.274536321483771	0.0038624366498682	36232
Sample33	Sample35	0.274544453114242	0.0037463990652218	43574
Sample33	Sample12	0.272173445619065	0.0066648516468267	11162
Sample33	Sample21	0.272064777327935	0.0060580213513813	11115
Sample33	Sample16	0.271673003802281	0.005640674386985	15780
Sample33	Sample19	0.267535007594515	0.0033890632286025	48061
Sample33	Sample15	0.278236576305529	0.0043074969765264	32573
Sample33	Sample10	0.271712359187629	0.0035526411954913	49534
Sample33	Sample23	0.276744828675193	0.0033016372961687	50664
Sample33	Sample44	0.266246871720352	0.0036235314468686	49548
Sample33	Sample1	0.271993046249683	0.0040544140206653	55222
Sample33	Sample51	0.272824061751397	0.0036092002453366	52598
Sample33	Sample17	0.271368255682655	0.0040013216954898	40738
Sample33	Sample48	0.272856274072572	0.0042573968315165	24665
Sample33	Sample13	0.279110191867629	0.0033269182900239	45448
Sample33	Sample57	0.278882129030159	0.004263356182579	30737
Sample33	Sample54	0.271194490619805	0.0045720951329979	25266
Sample33	Sample7	0.258139305445935	0.0049626021393977	20272
Sample33	Sample58	0.27805914066329	0.0047427103689128	30605
Sample33	Sample27	0.278370447876624	0.003506922098226	43963
Sample33	Sample45	0.25172981878089	0.0077472063279603	6070
Sample33	Sample24	0.251926496739775	0.0061640810504755	10122
Sample33	Sample22	0.251876436047996	0.003396072344946	39170
Sample33	Sample25	0.258758970029548	0.0115299492771889	2369
Sample33	Sample31	0.259062103929024	0.0090831958494117	3945
Sample33	Sample18	0.251940896568996	0.0091079909224293	3993
Sample14	Sample9	0.267536287486412	0.0037539947513949	46917
Sample14	Sample11	0.269759501632274	0.003059162306131	66778
