iid1	iid2	Nonnormalized_P0	Nonnormalized_P0_serr	OverlapNSNPs
Sample14	Sample53	0.271985578641471	0.0036079076931961	64349
Sample14	Sample46	0.268464757209121	0.003296871856175	61658
Sample14	Sample55	0.274976061283115	0.0034753004306626	43862
Sample14	Sample34	0.271271413133979	0.003445710031414	56449
Sample14	Sample5	0.27824678093289	0.0046563725921209	23454
Sample14	Sample39	0.277773285899094	0.0039391856264725	49472
Sample14	Sample49	0.276572399391215	0.0044821257405393	28253
Sample14	Sample56	0.277776814959879	0.0034209725664928	57701
Sample14	Sample20	0.272439849505201	0.0039009673765439	31629
Sample14	Sample36	0.276056718433491	0.0041536714817441	37025
Sample14	Sample37	0.270821842250414	0.0034227561419413	63455
Sample14	Sample41	0.273662659457189	0.0031242515666693	76196
Sample14	Sample28	0.281307574880244	0.0052971502935475	18997
Sample14	Sample2	0.281151653568795	0.0031677803647562	55607
Sample14	Sample29	0.283506814035841	0.003923415844258	37276
Sample14	Sample30	0.255275009752119	0.0037441207836173	56398
Sample14	Sample3	0.280172066137922	0.004118795064509	37195
Sample14	Sample8	0.279108095007271	0.006845508785675	10315
Sample14	Sample42	0.278861807800297	0.003742227156436	42383
Sample14	Sample35	0.278366553232863	0.003516204936406	51425
Sample14	Sample12	0.274034351441673	0.0056186935415628	12867
Sample14	Sample21	0.281021035216261	0.0054893422224498	12693
Sample14	Sample16	0.276749311294766	0.0054301366262589	18150
Sample14	Sample19	0.246196549664453	0.0034803428248073	56922
Sample14	Sample15	0.274036313950127	0.0042410942149275	38057
Sample14	Sample10	0.279288489061542	0.0032978534696898	58692
Sample14	Sample23	0.279817430703625	0.003351749897792	60032
Sample14	Sample44	0.276771144955126	0.003214507000007	58832
Sample14	Sample1	0.272448619902221	0.0035158637514019	65249
Sample14	Sample51	0.279637734402453	0.0031726405645997	62606
Sample14	Sample17	0.276823453474088	0.0036725090854684	48027
Sample14	Sample48	0.278912280701754	0.0043393352592544	28500
Sample14	Sample13	0.278700428225656	0.0031384811854765	53710
Sample14	Sample57	0.276401088878287	0.0044050139088386	35633
Sample14	Sample54	0.278166598051324	0.004367694969246	29148
Sample14	Sample7	0.273368760344978	0.0049015307211055	22958
Sample14	Sample58	0.278381489905372	0.0042316609775359	35613
Sample14	Sample27	0.282777735006544	0.0035757678073982	51956
Sample14	Sample45	0.258463832960477	0.00791384862071	6705
Sample14	Sample24	0.260922225105978	0.0058113259708832	11559
Sample14	Sample22	0.202370984090609	0.0034794938560874	45382
Sample14	Sample25	0.273442847364819	0.01108900226503	2922
Sample14	Sample31	0.266272189349112	0.0088482343716313	4563
Sample14	Sample18	0.261164021164021	0.0082680270845787	4725
Sample9	Sample11	0.264995404027743	0.0037668785423148	59835
Sample9	Sample53	0.270936804247303	0.0032928366545554	58390
Sample9	Sample46	0.267346395957088	0.0035082942262021	56395
Sample9	Sample55	0.277670908552826	0.0036371955924077	40548
Sample9	Sample34	0.272573669918536	0.0038737355146423	49715
Sample9	Sample5	0.276845165525649	0.0050421920490742	21326
Sample9	Sample39	0.283266704740149	0.0040229025836154	43775
Sample9	Sample49	0.275296689569019	0.0045926552190766	25616
Sample9	Sample56	0.274275078369906	0.0032853479138449	51040
Sample9	Sample20	0.270559610705596	0.0044462945889232	28770
Sample9	Sample36	0.276809550949396	0.0042069108588328	33337
Sample9	Sample37	0.2748388252149	0.0033675778264596	55840
Sample9	Sample41	0.27270272702727	0.003457645300206	66666
Sample9	Sample28	0.2743810298733	0.0062165389926485	17206
Sample9	Sample2	0.280920167896002	0.0037238005712983	49078
Sample9	Sample29	0.280300075018755	0.0045027929652218	33325
Sample9	Sample30	0.279581298534945	0.0033999820131244	49964
Sample9	Sample3	0.277034140472251	0.0045832288891583	33245
Sample9	Sample8	0.278915210633508	0.007195375215992	9329
Sample9	Sample42	0.278010361609713	0.0039984055891346	38218
Sample9	Sample35	0.275953297183838	0.0039658787088057	45736
Sample9	Sample12	0.275342465753425	0.0064241073445866	11680
Sample9	Sample21	0.274273318872017	0.0062330898544593	11525
Sample9	Sample16	0.277206016685951	0.0058848827307662	16421
Sample9	Sample19	0.277110350863235	0.0036993508669872	50276
Sample9	Sample15	0.27594070695553	0.004341202002258	34203
Sample9	Sample10	0.276614192951695	0.0038114604591459	51899
Sample9	Sample23	0.281265316894771	0.0033711075025447	53046
Sample9	Sample44	0.277002950304609	0.0036358389631563	52198
Sample9	Sample1	0.27503656243471	0.0035889304255235	57436
Sample9	Sample51	0.273622619566798	0.0035752983319365	55032
Sample9	Sample17	0.274666666666667	0.0038557306664679	42750
Sample9	Sample48	0.273377380489701	0.0044044505608634	25730
Sample9	Sample13	0.277025476245123	0.0037320905333484	47927
Sample9	Sample57	0.277581832807376	0.0042683475183422	32322
Sample9	Sample54	0.275956387949702	0.0044271740977832	26323
Sample9	Sample7	0.274840734049634	0.0050380823304615	21034
Sample9	Sample58	0.279191780394116	0.0047877969373467	32021
Sample9	Sample27	0.281239825486749	0.0035875873701555	46071
Sample9	Sample45	0.246535610699323	0.0081208573277996	6206
Sample9	Sample24	0.257115839243499	0.0061024523941818	10575
Sample9	Sample22	0.269955113192818	0.0035479318612347	40992
Sample9	Sample25	0.27183705444575	0.0115204314347692	2553
Sample9	Sample31	0.264797507788162	0.0091127923066765	4173
Sample9	Sample18	0.27177033492823	0.0090344456910412	4180
Sample11	Sample53	0.26727560718057	0.0034456569463522	94700
Sample11	Sample46	0.263074324324324	0.0035111317120308	88800
Sample11	Sample55	0.27410334127156	0.0033460121019706	55428
Sample11	Sample34	0.239933909506863	0.0031181639784418	78680
Sample11	Sample5	0.273438621679828	0.0046169621571808	27860
Sample11	Sample39	0.276526678839521	0.003629381623639	64077
Sample11	Sample49	0.255295783602578	0.0042104395371338	34603
Sample11	Sample56	0.270750963800515	0.0033930288122707	81189
Sample11	Sample20	0.276861674193887	0.0040601858966872	38084
Sample11	Sample36	0.278355253080071	0.0036959172652374	45697
Sample11	Sample37	0.253046207120442	0.0032236676340438	92410
Sample11	Sample41	0.265377983336825	0.0027944087290683	124106
Sample11	Sample28	0.272476985287791	0.0042995596553931	23246
Sample11	Sample2	0.243990045411396	0.0028351121187412	77954
Sample11	Sample29	0.276480118122347	0.0035013233586136	48763
Sample11	Sample30	0.275592508357879	0.0033154020921186	80463
Sample11	Sample3	0.26637564022216	0.0038062689330022	46273
Sample11	Sample8	0.273484736764489	0.0060893794178088	13562
Sample11	Sample42	0.27322545179688	0.0034139649369545	58212
Sample11	Sample35	0.271092441589106	0.0034289671797549	72846
Sample11	Sample12	0.269316975345051	0.0050839745345536	16954
Sample11	Sample21	0.276771108594438	0.0051935725798771	15894
Sample11	Sample16	0.253427034530626	0.0053724462945138	23052
Sample11	Sample19	0.27660306218633	0.003542384421412	78506
Sample11	Sample15	0.264542091784887	0.0035543716602339	49202
Sample11	Sample10	0.236905445526409	0.0034068038913367	81847
Sample11	Sample23	0.247649197961658	0.0038784776874904	84971
Sample11	Sample44	0.208207291352817	0.0026109154842815	82975
Sample11	Sample1	0.262962962962963	0.0034285154511628	97200
Sample11	Sample51	0.272752689615066	0.0028708947528288	89418
Sample11	Sample17	0.266834114579167	0.0034886933689121	62507
Sample11	Sample48	0.281458566068002	0.0037759112305955	34911
Sample11	Sample13	0.275784422790816	0.0034424143338764	74609
Sample11	Sample57	0.272622961671705	0.0041415744506216	45319
Sample11	Sample54	0.28011124172138	0.0039625268671831	34879
Sample11	Sample7	0.271935723639967	0.0043415638772435	28253
Sample11	Sample58	0.274560125274582	0.0039283999448993	45979
Sample11	Sample27	0.278153120358776	0.0036502803965166	68678
Sample11	Sample45	0.249130434782609	0.0066371860328245	9200
Sample11	Sample24	0.250044250398254	0.0045667915163133	16949
Sample11	Sample22	0.260322503549788	0.0033345302261417	71131
Sample11	Sample25	0.234521575984991	0.0077643480380639	5330
Sample11	Sample31	0.250960307298335	0.0062277548208668	8591
Sample11	Sample18	0.256733911867463	0.0066361209706366	8873
Sample53	Sample46	0.267938816391279	0.0032616649140946	86363
Sample53	Sample55	0.274151678101242	0.0031309882148082	53930
Sample53	Sample34	0.273888415321583	0.0033003170160676	72734
Sample53	Sample5	0.281583358732094	0.0045767505010127	26248
Sample53	Sample39	0.279921638829311	0.003093151376632	59213
Sample53	Sample49	0.277329982530877	0.0039070771213537	32629
Sample53	Sample56	0.270734156743573	0.0032044470984907	76673
Sample53	Sample20	0.273189326556544	0.0036515218693968	36202
Sample53	Sample36	0.28040650030094	0.0036498148127069	43198
Sample53	Sample37	0.270798688100517	0.0030234182550882	86592
Sample53	Sample41	0.266680881913941	0.0027747059713503	117245
Sample53	Sample28	0.281880403458213	0.0047750849157915	22208
Sample53	Sample2	0.273683775062743	0.003446708802012	72518
Sample53	Sample29	0.279457355818913	0.0033936315339326	45481
Sample53	Sample30	0.274775140875596	0.0032572157820382	73824
Sample53	Sample3	0.280691132637854	0.0040899952244705	42944
Sample53	Sample8	0.276577287066246	0.0064230095418072	12680
Sample53	Sample42	0.273817873094386	0.003299374862994	54182
Sample53	Sample35	0.275962843127022	0.0030329238273099	67067
Sample53	Sample12	0.276663344131572	0.0054660763498541	16052
Sample53	Sample21	0.278673113080849	0.0051946634582015	14892
Sample53	Sample16	0.274105263157895	0.0049604737016107	21375
Sample53	Sample19	0.276957718288717	0.0031814513600732	71946
Sample53	Sample15	0.281386038982346	0.0035632364798677	45713
Sample53	Sample10	0.276217278181915	0.0033942859080377	75332
Sample53	Sample23	0.272748167632863	0.0032290595512514	78314
Sample53	Sample44	0.277029591529572	0.0032342787731861	76407
Sample53	Sample1	0.267253373754284	0.0032955634023898	88403
Sample53	Sample51	0.275635787034214	0.0032888430386098	81985
Sample53	Sample17	0.280448466460916	0.0038479149556226	57351
Sample53	Sample48	0.280052477422504	0.0039289128282802	32776
Sample53	Sample13	0.275889793398515	0.0031988801539325	69651
Sample53	Sample57	0.275584073708457	0.0036837927415059	42546
Sample53	Sample54	0.285145324090964	0.003969032469938	32892
Sample53	Sample7	0.26877223872932	0.0045416403026132	27261
Sample53	Sample58	0.272234805146286	0.0039406855436685	42827
Sample53	Sample27	0.279756444725605	0.0033189654491692	63230
Sample53	Sample45	0.260165364140899	0.0067240490429074	8829
Sample53	Sample24	0.258277336591326	0.0048964186580834	16370
Sample53	Sample22	0.261656547141712	0.0029769404410003	69832
Sample53	Sample25	0.25551438150697	0.0075287457970663	5667
Sample53	Sample31	0.251269595937293	0.0060171395825567	9058
Sample53	Sample18	0.245689193531113	0.0061207052921171	9337
Sample46	Sample55	0.272149712092131	0.003325347390956	52100
Sample46	Sample34	0.271111432496927	0.003382390210051	69145
Sample46	Sample5	0.253189172370877	0.0047863384617407	25712
Sample46	Sample39	0.273968042609854	0.0036354955793379	57076
Sample46	Sample49	0.271904656808652	0.004386563357843	31717
Sample46	Sample56	0.276014626249093	0.0033234310543257	71652
Sample46	Sample20	0.24180421172453	0.0042755080943723	35140
Sample46	Sample36	0.274680270153758	0.0038050675419848	41754
Sample46	Sample37	0.269329737486701	0.0031656967895888	80834
Sample46	Sample41	0.264944559750192	0.002910368090478	106962
Sample46	Sample28	0.272372809696059	0.0047188120888561	21287
Sample46	Sample2	0.277594280765109	0.0033271348789353	68121
Sample46	Sample29	0.282355938484343	0.0038571780011276	43176
Sample46	Sample30	0.269021349763576	0.0036020041635045	69790
Sample46	Sample3	0.280126545872879	0.0042373103481996	41724
Sample46	Sample8	0.279664501274566	0.0064436319074689	12161
Sample46	Sample42	0.272140454571967	0.0034269960434759	51433
Sample46	Sample35	0.270570093310884	0.0034415486947915	63551
Sample46	Sample12	0.27420958441042	0.0057044789308363	15087
Sample46	Sample21	0.274846024636058	0.0054559451689401	14288
Sample46	Sample16	0.278445570842385	0.0052818562023463	20715
Sample46	Sample19	0.26690407040383	0.0033695846367367	68519
Sample46	Sample15	0.275892593685453	0.0038316368294773	44057
Sample46	Sample10	0.269227537530809	0.0034381236954674	71408
Sample46	Sample23	0.273624555980368	0.0032243734306369	73758
Sample46	Sample44	0.268218917015371	0.0032464212250141	72411
Sample46	Sample1	0.267249862001104	0.0034070831872038	83334
Sample46	Sample51	0.274694905404533	0.0035270107243597	77435
Sample46	Sample17	0.278055959367541	0.0040272575675126	55719
Sample46	Sample48	0.279174401409559	0.0040597233935584	31783
Sample46	Sample13	0.271154816706685	0.0032657429295597	65387
Sample46	Sample57	0.276194406680909	0.0038234591961828	41192
Sample46	Sample54	0.277627023486479	0.0039374461430354	32061
Sample46	Sample7	0.264945756713088	0.0046563092868728	25994
Sample46	Sample58	0.274930848740719	0.0041555662521909	41214
Sample46	Sample27	0.276443578224102	0.0032798959526232	60544
Sample46	Sample45	0.255908331343996	0.0066582110053861	8378
Sample46	Sample24	0.25733377881724	0.0059089580237318	14965
Sample46	Sample22	0.250724729014369	0.0032713139780171	63472
Sample46	Sample25	0.248063595597228	0.0086048491252603	4906
Sample46	Sample31	0.255220125786164	0.006860351229569	7950
Sample46	Sample18	0.245130877062399	0.0065884234979414	8061
Sample55	Sample34	0.277377966031994	0.0038287264582032	48634
Sample55	Sample5	0.280917897112762	0.0047004767090436	21266
Sample55	Sample39	0.28609551213626	0.0035229969311002	43094
Sample55	Sample49	0.271960258634285	0.0050663585035701	25364
Sample55	Sample56	0.277432670322333	0.0033519879698565	49421
Sample55	Sample20	0.275872938045039	0.0043956198356578	28553
Sample55	Sample36	0.283992546285165	0.004196769977262	33272
Sample55	Sample37	0.270836839644694	0.0034051858421629	53475
Sample55	Sample41	0.277976601242156	0.0033910974867649	62311
Sample55	Sample28	0.265445274516779	0.0052673120808973	16866
Sample55	Sample2	0.281008523024731	0.003683591836879	47753
Sample55	Sample29	0.283246185365257	0.0035851488747068	32703
Sample55	Sample30	0.283773900323895	0.0032917724698468	47855
Sample55	Sample3	0.276297927539292	0.0044871757013971	33149
Sample55	Sample8	0.27531681058652	0.0064485277950061	8917
Sample55	Sample42	0.276763973625893	0.004014270014972	36551
Sample55	Sample35	0.28880152654206	0.004046669153574	43497
Sample55	Sample12	0.274360808153049	0.006641243755419	11186
Sample55	Sample21	0.275754607782032	0.006273332093941	11231
Sample55	Sample16	0.281329597554763	0.005543868751322	15704
Sample55	Sample19	0.279487704918033	0.0032952211380143	48800
Sample55	Sample15	0.283927454659162	0.0041436877017193	33579
Sample55	Sample10	0.280236283540248	0.0036445227374479	49940
Sample55	Sample23	0.281764809833297	0.0033974334578599	50929
Sample55	Sample44	0.27710602178091	0.0035923201776644	49952
Sample55	Sample1	0.275941357173077	0.0036093386808268	54363
Sample55	Sample51	0.282951547702644	0.0036695982418379	52691
Sample55	Sample17	0.274917931395404	0.0041658597413157	42038
Sample55	Sample48	0.280850055300995	0.004728657217608	25316
Sample55	Sample13	0.284578176747429	0.0036484505575579	45896
Sample55	Sample57	0.278934300993125	0.0041601001639969	31416
Sample55	Sample54	0.274647887323944	0.0045416252182343	26270
Sample55	Sample7	0.282135182652862	0.0051615798634308	20476
Sample55	Sample58	0.280684330247012	0.0046101567036947	31213
Sample55	Sample27	0.280364507117201	0.0036141908296167	45102
Sample55	Sample45	0.255077030812325	0.0084027967553102	5712
Sample55	Sample24	0.249240440020953	0.0063405828113402	9545
Sample55	Sample22	0.27482083903696	0.0035422350276119	37257
Sample55	Sample25	0.26429199648197	0.012192533917253	2274
Sample55	Sample31	0.272979727853374	0.0095185368465891	3601
Sample55	Sample18	0.261637239165329	0.0094021221231273	3738
Sample34	Sample5	0.278839627022972	0.0047241663022554	27991
Sample34	Sample39	0.280715322937054	0.0035858766780219	63356
Sample34	Sample49	0.211381156946978	0.0040093103796818	33986
Sample34	Sample56	0.276543977507738	0.003520398261555	73981
Sample34	Sample20	0.272493026962412	0.0038690027034764	37645
Sample34	Sample36	0.280138207757468	0.0041629739320654	44860
Sample34	Sample37	0.259838673164222	0.0033641853217888	83929
Sample34	Sample41	0.27043662242739	0.0028213613912546	103980
Sample34	Sample28	0.280418376803919	0.0047921233816695	22659
Sample34	Sample2	0.26262776485858	0.0031894016200275	73964
Sample34	Sample29	0.28887173880421	0.0034346018626974	46647
Sample34	Sample30	0.280630785053137	0.0034677495789933	72925
Sample34	Sample3	0.259402952904408	0.0036718591103526	46395
Sample34	Sample8	0.266115437103637	0.006466878318945	12457
Sample34	Sample42	0.275290025419032	0.0034413778639759	52323
Sample34	Sample35	0.277798729804342	0.0036859467472498	66289
Sample34	Sample12	0.254646719772036	0.0049849904600309	15441
Sample34	Sample21	0.27173128649216	0.0052315941247335	15243
Sample34	Sample16	0.270827630258235	0.0050291736599836	21918
Sample34	Sample19	0.276668725604868	0.0029211478555178	76091
Sample34	Sample15	0.270281693117221	0.0037024142535921	47321
Sample34	Sample10	0.251793056041918	0.0031175269917255	77103
Sample34	Sample23	0.260123272791573	0.003699785839445	79174
Sample34	Sample44	0.21608945653038	0.0035281115993606	75478
Sample34	Sample1	0.264283274507571	0.0034136183518823	87830
Sample34	Sample51	0.270070817139178	0.0029959328113502	83878
Sample34	Sample17	0.257631198061505	0.0036148682307209	61491
Sample34	Sample48	0.282425800420659	0.0039651387306347	34232
Sample34	Sample13	0.278400260505321	0.0030666138284553	67561
Sample34	Sample57	0.271636655039125	0.0040088066384895	42428
Sample34	Sample54	0.279244202691096	0.0041936345750207	34930
Sample34	Sample7	0.280407976861014	0.0043032360432527	26276
Sample34	Sample58	0.263696045016813	0.0039901185609311	43717
Sample34	Sample27	0.28035643037638	0.0033447572918009	67671
Sample34	Sample45	0.261067116707776	0.0066939432973688	7703
Sample34	Sample24	0.253611913758613	0.0053638610714538	13497
Sample34	Sample22	0.264667804942117	0.0033097644671633	53297
Sample34	Sample25	0.242521994134897	0.0096163244332458	3410
Sample34	Sample31	0.260644205849685	0.0078698316732824	5402
Sample34	Sample18	0.252363117531657	0.0080129086644483	5607
Sample5	Sample39	0.275663340295506	0.0051934821939295	25854
Sample5	Sample49	0.263444650983911	0.0060006642563166	15601
Sample5	Sample56	0.285383334539926	0.0048075470877008	27626
Sample5	Sample20	0.275831873905429	0.0055286128483148	18272
Sample5	Sample36	0.27811249819251	0.0050188772228925	20747
Sample5	Sample37	0.275480389123784	0.004515908368057	29091
Sample5	Sample41	0.282566158781075	0.0037858778800769	31175
Sample5	Sample28	0.277458337394016	0.0060038152172677	10261
Sample5	Sample2	0.284873238400118	0.0044943581159251	27177
Sample5	Sample29	0.281741296113734	0.0052505734828239	19273
Sample5	Sample30	0.244822152183701	0.0046937722932691	26652
Sample5	Sample3	0.279917797744217	0.0052204082315341	20924
Sample5	Sample8	0.276252639662123	0.0086504453633949	5209
Sample5	Sample42	0.284346151947475	0.0055908895683185	20257
Sample5	Sample35	0.281948019596446	0.0051899969232704	24086
Sample5	Sample12	0.267516926468273	0.0083010121803285	6351
Sample5	Sample21	0.274436090225564	0.0073330917472033	6916
Sample5	Sample16	0.262821854720536	0.0065397845107521	9554
Sample5	Sample19	0.253930510700217	0.0045699764068765	28177
Sample5	Sample15	0.281382015691008	0.0054056983216036	19884
Sample5	Sample10	0.279050880971717	0.0049333102365566	28321
Sample5	Sample23	0.277100413425829	0.0047793255070996	28542
Sample5	Sample44	0.279227782571182	0.004745878168154	27816
Sample5	Sample1	0.282341895245121	0.0047405087602952	29822
Sample5	Sample51	0.284318414759139	0.0044153337203584	29270
Sample5	Sample17	0.280575539568345	0.0051975308229385	25437
Sample5	Sample48	0.284574128463798	0.005575744758003	15662
Sample5	Sample13	0.2801903862796	0.0048140657959565	25422
Sample5	Sample57	0.281603288797533	0.0055339074857897	18487
Sample5	Sample54	0.277483209614705	0.0054569476114398	16974
Sample5	Sample7	0.253060567010309	0.0060213435637232	12416
Sample5	Sample58	0.278786895880636	0.0052371675923304	18498
Sample5	Sample27	0.285666418466121	0.0048517400470537	26860
Sample5	Sample45	0.256315465187924	0.0113396074617194	3246
Sample5	Sample24	0.273399014778325	0.0085353300438031	5278
Sample5	Sample22	0.213645723189938	0.0044362438963897	17969
Sample5	Sample25	0.271668822768435	0.0194142692488283	773
Sample5	Sample31	0.271146245059289	0.0154492386917898	1265
Sample5	Sample18	0.270817120622568	0.0159038607240111	1285
Sample39	Sample49	0.287627925167851	0.00432027450112	30682
Sample39	Sample56	0.27960769206074	0.0035026214551909	62298
Sample39	Sample20	0.279310542617873	0.0038459922745306	34868
Sample39	Sample36	0.28479667847112	0.0036854386626035	40945
Sample39	Sample37	0.279734949869066	0.0033629478271694	69119
Sample39	Sample41	0.279954966351262	0.0032847249818079	79052
Sample39	Sample28	0.283071002121676	0.004875126215051	20267
Sample39	Sample2	0.281273546339196	0.0034750374069226	62377
Sample39	Sample29	0.284712344891853	0.0037257309138088	40778
Sample39	Sample30	0.282216452492852	0.0036448887293019	60854
Sample39	Sample3	0.287847090148345	0.0041915564476231	42064
Sample39	Sample8	0.29020979020979	0.0066807037173361	10868
Sample39	Sample42	0.284104202285611	0.003929308514879	44452
Sample39	Sample35	0.282913825620194	0.0039377568035668	55144
Sample39	Sample12	0.279349205164565	0.0062424409852028	13399
Sample39	Sample21	0.278869507617576	0.0055165844458281	13587
Sample39	Sample16	0.277538240427061	0.0052428199251449	19482
Sample39	Sample19	0.280719250065205	0.0032595403244619	65179
Sample39	Sample15	0.289364045589503	0.0035835427858603	41764
Sample39	Sample10	0.277865877832332	0.0036088676024888	65582
Sample39	Sample23	0.281988137247541	0.0036439206053964	66595
Sample39	Sample44	0.284712261399997	0.0037413548532973	63443
Sample39	Sample1	0.27887873927899	0.0038260332490367	71705
Sample39	Sample51	0.283080955569168	0.003465614727656	70199
Sample39	Sample17	0.285375624816231	0.0040061197415708	54416
Sample39	Sample48	0.283779000547028	0.0043011672416093	31077
Sample39	Sample13	0.28015774687211	0.0033458928321701	57307
Sample39	Sample57	0.283616118769883	0.0040354814186731	37720
Sample39	Sample54	0.287536982248521	0.0041716424705886	32448
Sample39	Sample7	0.276391393700457	0.004434295049117	23843
Sample39	Sample58	0.282873186710342	0.0045413360581135	38466
Sample39	Sample27	0.27936017724366	0.0034756479977746	59579
Sample39	Sample45	0.270952749806352	0.0076158003849666	6455
Sample39	Sample24	0.272743666035524	0.0063309821238384	11091
Sample39	Sample22	0.267861432758372	0.0037423282441589	41626
Sample39	Sample25	0.28365160689334	0.0116467267252414	2147
Sample39	Sample31	0.265348288075561	0.0099201762944263	3388
Sample39	Sample18	0.271313524021105	0.009409206934286	3601
Sample49	Sample56	0.278352969177675	0.0039867187649047	33612
Sample49	Sample20	0.269447250685525	0.0050405266012653	20787
Sample49	Sample36	0.278690585966971	0.0047381916651747	23858
Sample49	Sample37	0.258257592551541	0.0041738157329164	36088
Sample49	Sample41	0.279712909054407	0.0039086744899696	39848
Sample49	Sample28	0.269201775693107	0.0060198465149813	11939
Sample49	Sample2	0.276154656235896	0.0039808415634291	33235
Sample49	Sample29	0.286442228125953	0.0049587613365069	22961
Sample49	Sample30	0.279134447874324	0.0044831542685207	32719
Sample49	Sample3	0.238334649104583	0.0048217041674307	24067
Sample49	Sample8	0.271526340919943	0.0079674526436958	6283
Sample49	Sample42	0.27311401020987	0.0048978981382424	24682
Sample49	Sample35	0.282323948416717	0.0051118377770147	29622
Sample49	Sample12	0.240020736132711	0.0071542598469572	7716
Sample49	Sample21	0.276853252647504	0.0073831182704906	7932
Sample49	Sample16	0.270323212536729	0.0065066251576304	11231
Sample49	Sample19	0.279470391386585	0.0044758772503983	34365
Sample49	Sample15	0.272635518735018	0.0050013093568249	23779
Sample49	Sample10	0.239368445315201	0.003868054473892	34708
Sample49	Sample23	0.260700611463512	0.003999525354947	34998
Sample49	Sample44	0.216603221083455	0.0034386570806571	34150
Sample49	Sample1	0.25816674792784	0.0044436129014637	36918
Sample49	Sample51	0.272641822404069	0.0043540526924517	36172
Sample49	Sample17	0.241629890168232	0.0050551450695729	30137
Sample49	Sample48	0.283146810739291	0.0051675163842238	18139
Sample49	Sample13	0.283509970041555	0.0041001123558001	31043
Sample49	Sample57	0.259033940170158	0.0049433697984804	21862
Sample49	Sample54	0.278141875950296	0.0055570140905028	19073
Sample49	Sample7	0.272001680319261	0.0063620664796493	14283
Sample49	Sample58	0.253284671532847	0.0056279964708345	21920
Sample49	Sample27	0.282599201397554	0.0038354308434157	32056
Sample49	Sample45	0.267594537815126	0.0103986391031662	3808
Sample49	Sample24	0.260042283298097	0.0082758564585859	6149
Sample49	Sample22	0.267836945211057	0.0045589744442037	22103
Sample49	Sample25	0.256781193490054	0.0156132928366669	1106
Sample49	Sample31	0.274086378737542	0.0137687601031157	1806
Sample49	Sample18	0.276497695852535	0.0136964593103181	1736
Sample56	Sample20	0.284973954855082	0.0039615415829254	37435
Sample56	Sample36	0.289292479108635	0.0039010796803191	44875
Sample56	Sample37	0.267623882495671	0.0027184311646955	84899
Sample56	Sample41	0.273423252455496	0.0030656193615471	108023
Sample56	Sample28	0.280001765458799	0.004595976777714	22657
Sample56	Sample2	0.276765851882811	0.0033514870604773	74171
Sample56	Sample29	0.281020883654319	0.0037927735339497	46783
Sample56	Sample30	0.283166368270716	0.0030314096172007	73169
Sample56	Sample3	0.281642639862452	0.0039673005399864	45366
Sample56	Sample8	0.277834766827113	0.0055339877546587	12673
Sample56	Sample42	0.282779992819486	0.0038581823487946	52921
Sample56	Sample35	0.279446491689855	0.0038344632812379	66485
Sample56	Sample12	0.268743232052997	0.0055253515603922	15699
Sample56	Sample21	0.285629843688428	0.0052960548995516	15226
Sample56	Sample16	0.277516548733166	0.0048781990348882	21905
Sample56	Sample19	0.282654761111481	0.0033925580670821	75035
Sample56	Sample15	0.280770625760065	0.0035553696918506	46871
Sample56	Sample10	0.276833886698485	0.0033564591828213	77104
Sample56	Sample23	0.276558782431361	0.0029710065513169	79437
Sample56	Sample44	0.275947972937536	0.0033666445513407	76268
Sample56	Sample1	0.273344342577302	0.0034269392635147	87805
Sample56	Sample51	0.277694834278889	0.0031895360689687	83725
Sample56	Sample17	0.279969500066304	0.0035637039429688	60328
Sample56	Sample48	0.281437477943771	0.0041315488397425	34004
Sample56	Sample13	0.279472286273022	0.0034330132916852	68522
Sample56	Sample57	0.274604817463304	0.003869424525183	42512
Sample56	Sample54	0.275506947869223	0.004165739038486	34471
Sample56	Sample7	0.277913396176813	0.0047166188750845	26627
Sample56	Sample58	0.277147786083956	0.0044643553025299	43475
Sample56	Sample27	0.283992625125538	0.0034812435593649	66713
Sample56	Sample45	0.248003992015968	0.0066703830859991	8016
Sample56	Sample24	0.256918106475629	0.0054140226093033	14238
Sample56	Sample22	0.266458663784839	0.0032550630862074	57371
Sample56	Sample25	0.265893037336024	0.0091442120807646	3964
Sample56	Sample31	0.259000620732464	0.007521645502158	6444
Sample56	Sample18	0.24267150196434	0.0067434844117556	6618
Sample20	Sample36	0.275727669312737	0.0046349097631569	27966
Sample20	Sample37	0.275216681321442	0.0039679133877224	39805
Sample20	Sample41	0.277688864147705	0.0037492309621881	43113
Sample20	Sample28	0.263673890608875	0.0060388195425983	13566
Sample20	Sample2	0.279711688098943	0.0035898431864294	36627
Sample20	Sample29	0.287017543859649	0.004250782108059	25650
Sample20	Sample30	0.284117515888059	0.004318053291863	35876
Sample20	Sample3	0.278399542317732	0.0042277990084448	27967
Sample20	Sample8	0.280228638428844	0.0082544955541417	6823
Sample20	Sample42	0.280401154614758	0.0043816876682284	27022
Sample20	Sample35	0.285068429955405	0.0046866434105215	32515
Sample20	Sample12	0.280298542826679	0.0069326458078327	8441
Sample20	Sample21	0.275988857938719	0.0069119870569925	8975
Sample20	Sample16	0.275682182985554	0.0061168826387221	12460
Sample20	Sample19	0.279043459960013	0.0038887994587249	38012
Sample20	Sample15	0.276876153179953	0.0042887892227569	26557
Sample20	Sample10	0.282021182240309	0.0038403172463502	38334
Sample20	Sample23	0.278792898183136	0.0038380340437405	38638
