Genetic ID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	Date BP	Lat.	Long.	SNPS	Molecular Sex	Label	Group
HGDP00893.HO	-0.0382	0.0278	-0.0403	-0.0067	-0.0007	-0.0021	0.0021	0	-0.0091	0.0023	0	61	40	592456	M	Russian.HO	Modern Westeurasian populations
HGDP00892.HO	-0.0398	0.0252	-0.0432	-0.0079	-0.0038	0.0004	-0.0012	0.0045	-0.0063	-0.006	0	61	40	592556	M	Russian.HO	Modern Westeurasian populations
HGDP00891.HO	-0.0362	0.028	-0.0444	-0.0049	-0.0038	-0.0038	0.0036	-0.0034	-0.0044	-0.0042	0	61	40	592355	M	Russian.HO	Modern Westeurasian populations
HGDP00897.HO	-0.0365	0.0276	-0.0422	-0.0034	-0.005	-0.0006	0.0013	0.0037	-0.006	-0.0021	0	61	40	592062	M	Russian.HO	Modern Westeurasian populations
HGDP00890.HO	-0.0393	0.0235	-0.0378	-0.0116	-0.0016	-0.007	0.0008	0.0029	0.0033	-0.0097	0	61	40	591293	M	Russian.HO	Modern Westeurasian populations
Rrzs-58.HO	-0.0328	0.0211	-0.0309	-0.0013	0.0003	-0.0036	0.0025	0.0031	0.0037	-0.0028	0	54.4	40.53	584433	M	Russian.HO	Modern Westeurasian populations
Rrzs-88.HO	-0.0342	0.0172	-0.0375	-0.0013	-0.0046	-0.0019	0.0022	0.0066	-0.0002	-0.0057	0	54.4	40.53	583343	M	Russian.HO	Modern Westeurasian populations
RYAR-223.HO	-0.0394	0.0159	-0.0414	-0.0082	-0.0013	-0.0006	0.0055	0.0024	-0.0021	-0.0037	0	58.03	38.5	584122	M	Russian.HO	Modern Westeurasian populations
RYAR-232.HO	-0.0371	0.0158	-0.0336	-0.0029	-0.0017	-0.0027	0.0035	0.0047	0.0039	-0.0038	0	58.03	38.5	582071	M	Russian.HO	Modern Westeurasian populations
Rksh-405.HO	-0.035	0.0142	-0.0449	-0.0142	-0.0075	-0.0059	-0.0002	0.0113	-0.0031	-0.0092	0	57.36	37.61	574876	M	Russian.HO	Modern Westeurasian populations
Rsm-179.HO	-0.0353	0.0129	-0.0372	-0.0015	-0.0057	-0.0034	-0.0039	0.0071	0.0057	-0.0037	0	53.95	32.87	578604	M	Russian.HO	Modern Westeurasian populations
Rsm-176.HO	-0.0341	0.0141	-0.0261	-0.0026	-0.0022	-0.003	-0.0001	0.0032	0.0004	-0.0071	0	53.95	32.87	582479	M	Russian.HO	Modern Westeurasian populations
Rps-090.HO	-0.0414	0.0129	-0.0496	-0.0093	-0.0067	-0.0046	0.0024	0.0113	-0.0033	-0.0123	0	57.77	29.56	576207	M	Russian.HO	Modern Westeurasian populations
Rrzs-66.HO	-0.0355	0.017	-0.0303	-0.0032	-0.0051	-0.0012	0.0017	0.0003	0.002	0.002	0	54.4	40.53	583207	M	Russian.HO	Modern Westeurasian populations
Rksh-402.HO	-0.0373	0.023	-0.0357	-0.0031	0.0035	-0.0018	-0.0057	0.007	-0.0011	-0.0002	0	57.36	37.61	581345	M	Russian.HO	Modern Westeurasian populations
Rps-091.HO	-0.0359	0.0096	-0.0321	-0.0042	-0.0074	-0.004	0.0007	0.0037	-0.0019	-0.0037	0	57.77	29.56	583489	M	Russian.HO	Modern Westeurasian populations
Rsm-171.HO	-0.0387	0.0139	-0.0326	-0.0055	-0.0045	-0.0035	0.0042	0.0016	-0.0078	-0.0084	0	53.95	32.87	583623	M	Russian.HO	Modern Westeurasian populations
Rsm-166.HO	-0.037	0.0109	-0.0259	-0.0047	-0.0033	0.0015	0	0.0034	-0.0051	-0.001	0	53.95	32.87	583779	M	Russian.HO	Modern Westeurasian populations
Rps-098.HO	-0.0382	0.0146	-0.039	-0.0033	-0.0034	-0.0011	-0.0018	0.0061	-0.0065	-0.0003	0	57.77	29.56	584452	M	Russian.HO	Modern Westeurasian populations
Rsm-109.HO	-0.0382	0.0108	-0.0287	-0.0005	-0.0028	-0.0014	0.004	0.0055	0.0043	-0.0088	0	53.95	32.87	584078	M	Russian.HO	Modern Westeurasian populations
Rsm-103.HO	-0.0365	0.0107	-0.0322	-0.0023	-0.003	-0.0019	0.0045	0.0063	-0.0052	-0.0076	0	53.95	32.87	581396	M	Russian.HO	Modern Westeurasian populations
Rkbo-58.HO	-0.0378	0.0101	-0.0337	0	-0.0018	-0.0073	0.0003	-0.0037	-0.0023	-0.007	0	54.31	34.53	583187	M	Russian.HO	Modern Westeurasian populations
RYAR-173.HO	-0.0394	0.0112	-0.0386	-0.0033	-0.0068	-0.0049	0.0069	0.0005	-0.002	-0.0003	0	58.03	38.5	581098	M	Russian.HO	Modern Westeurasian populations
HGDP00889.HO	-0.0373	0.0239	-0.0408	-0.0069	-0.006	-0.005	0.0035	0.0007	-0.0032	-0.0039	0	61	40	592072	F	Russian.HO	Modern Westeurasian populations
HGDP00887.HO	-0.0357	0.0227	-0.0443	-0.0065	-0.0077	-0.0013	0.0009	0.001	-0.0021	-0.0042	0	61	40	582993	M	Russian.HO	Modern Westeurasian populations
Rbgp-201.HO	-0.0349	0.0109	-0.0305	-0.0039	-0.0046	-0.0076	0.0008	0.0022	-0.006	-0.0027	0	50.78	36.48	582733	M	Russian.HO	Modern Westeurasian populations
Rps-012.HO	-0.0405	0.0087	-0.0316	0.0021	-0.0047	-0.0033	0.0047	-0.0027	-0.0013	-0.0054	0	57.35	28.32	584586	M	Russian.HO	Modern Westeurasian populations
Rps-006.HO	-0.0428	0.0102	-0.0447	-0.0008	-0.0078	-0.0069	0.0028	-0.001	-0.0031	-0.0057	0	57.35	28.32	580943	M	Russian.HO	Modern Westeurasian populations
Rps-004.HO	-0.042	0.0117	-0.0374	0.0017	0	-0.0069	0.0039	0.0068	0.0021	-0.0043	0	57.35	28.32	582609	M	Russian.HO	Modern Westeurasian populations
Rps-002.HO	-0.0377	0.0136	-0.0334	-0.0028	-0.0066	-0.0008	0.0018	0.0069	-0.0018	-0.0026	0	57.35	28.32	581796	M	Russian.HO	Modern Westeurasian populations
Rorl-155.HO	-0.0341	0.0119	-0.0284	-0.0078	-0.0039	-0.0074	-0.0016	0.0064	-0.0031	-0.0074	0	53.45	36	582241	M	Russian.HO	Modern Westeurasian populations
Rkuch-53.HO	-0.0309	0.0119	-0.0277	-0.0084	-0.0032	-0.0019	0.0033	0.0028	-0.0011	-0.0032	0	51.89	37.25	581416	M	Russian.HO	Modern Westeurasian populations
Rorl-114.HO	-0.0334	0.0135	-0.0283	-0.0015	-0.0026	-0.0047	0.0035	0.0029	-0.0031	-0.0024	0	53.45	36	583645	M	Russian.HO	Modern Westeurasian populations
Rorl-102.HO	-0.0364	0.0161	-0.0394	-0.0021	-0.003	-0.0044	-0.0022	0.0013	-0.0023	-0.0043	0	53.45	36	582937	F	Russian.HO	Modern Westeurasian populations
Rkuch-58.HO	-0.035	0.0115	-0.0278	-0.0045	-0.0058	-0.0013	0.0012	0.0019	0.0012	-0.002	0	51.89	37.25	584226	M	Russian.HO	Modern Westeurasian populations
Rbgp-203.HO	-0.0309	0.0107	-0.0182	-0.0012	0.0011	-0.0048	0.0004	0.0048	0.0044	0	0	50.78	36.48	583945	M	Russian.HO	Modern Westeurasian populations
Rrzm-08.HO	-0.0344	0.0137	-0.0272	-0.0006	-0.0075	0.0002	0.005	0.0036	0.0062	-0.0029	0	54.23	39.03	582731	M	Russian.HO	Modern Westeurasian populations
Rbgp-205.HO	-0.0359	0.0099	-0.0283	0.0015	0.0029	-0.0026	0.002	0.0041	0.0004	-0.0019	0	50.78	36.48	584005	U	Russian.HO	Modern Westeurasian populations
Rkbo-12.HO	-0.0375	0.0122	-0.0347	-0.0029	-0.0002	0.0015	-0.0001	0.0048	-0.004	-0.0035	0	54.31	34.53	584397	F	Russian.HO	Modern Westeurasian populations
Rorl-110.HO	-0.0346	0.0128	-0.0371	0.0011	-0.0032	-0.0042	-0.0035	0.0033	-0.002	0.0015	0	53.45	36	581338	F	Russian.HO	Modern Westeurasian populations
HGDP00888.HO	-0.0348	0.0206	-0.0379	-0.0025	-0.0072	0.0039	-0.0042	0.0033	-0.0035	0.0064	0	61	40	591272	M	Russian.HO	Modern Westeurasian populations
Rkuch-05.HO	-0.0387	0.0138	-0.0277	-0.0061	-0.0018	0.0001	-0.0007	0.0032	0.0039	-0.0046	0	51.89	37.25	583821	M	Russian.HO	Modern Westeurasian populations
Rksh-412.HO	-0.0378	0.0144	-0.0332	-0.006	-0.003	-0.0015	-0.0004	-0.0004	-0.0019	-0.0008	0	57.36	37.61	582888	F	Russian.HO	Modern Westeurasian populations
HGDP00884.HO	-0.0361	0.0197	-0.0349	-0.0073	-0.0067	-0.0022	-0.0024	0.0077	-0.0027	-0.0032	0	61	40	591946	F	Russian.HO	Modern Westeurasian populations
HGDP00883.HO	-0.0407	0.0257	-0.0446	-0.0009	-0.0052	-0.0082	0.0027	0.0059	0	-0.0009	0	61	40	592577	M	Russian.HO	Modern Westeurasian populations
HGDP00882.HO	-0.0372	0.0277	-0.0485	-0.0038	-0.0033	-0.0069	-0.0004	0.0006	-0.0057	-0.0067	0	61	40	591116	M	Russian.HO	Modern Westeurasian populations
HGDP00880.HO	-0.0371	0.0259	-0.0389	-0.0059	-0.0077	-0.0054	0.0027	0.0075	-0.0089	-0.0065	0	61	40	592730	M	Russian.HO	Modern Westeurasian populations
HGDP00879.HO	-0.0364	0.0277	-0.0424	-0.006	-0.005	-0.0057	-0.0017	0.0057	-0.0007	-0.0024	0	61	40	592620	M	Russian.HO	Modern Westeurasian populations
Rrzs-11.HO	-0.0354	0.016	-0.028	0.0022	-0.0046	-0.0045	0.002	0.0006	0.0048	-0.0057	0	54.4	40.53	584238	M	Russian.HO	Modern Westeurasian populations
Rkuch-03.HO	-0.035	0.0102	-0.0306	-0.0009	-0.0026	-0.0013	-0.0036	0.0026	-0.0017	-0.0023	0	51.89	37.25	583951	M	Russian.HO	Modern Westeurasian populations
Rrzs-7.HO	-0.0366	0.0177	-0.0346	-0.0022	-0.0048	-0.0077	-0.0012	0.0063	-0.0074	-0.0015	0	54.4	40.53	583802	M	Russian.HO	Modern Westeurasian populations
Rrzm-83.HO	-0.034	0.0173	-0.0283	-0.0085	-0.0025	-0.0047	-0.0016	0.003	-0.0023	-0.0037	0	54.23	39.03	584315	M	Russian.HO	Modern Westeurasian populations
Rrzm-16.HO	-0.0359	0.0161	-0.0391	-0.0122	-0.0025	-0.0067	0.0039	0.0028	-0.0026	-0.0072	0	54.23	39.03	578012	M	Russian.HO	Modern Westeurasian populations
Rrzm-13.HO	-0.034	0.0208	-0.0352	-0.0048	-0.0015	-0.0023	0.0013	0.0004	-0.0029	-0.0018	0	54.23	39.03	584152	M	Russian.HO	Modern Westeurasian populations
Rrzm-10.HO	-0.0367	0.0149	-0.051	-0.016	-0.0106	-0.0069	-0.0029	0.0009	-0.0022	-0.0115	0	54.23	39.03	571741	F	Russian.HO	Modern Westeurasian populations
Rbgp-200.HO	-0.034	0.0108	-0.0228	0.0005	-0.0002	-0.0033	0	0.0016	-0.0025	-0.0056	0	50.78	36.48	584157	M	Russian.HO	Modern Westeurasian populations
Rksh-407.HO	-0.0356	0.0216	-0.0645	-0.021	-0.0161	-0.0033	-0.0029	0.0027	-0.0036	-0.0132	0	57.36	37.61	568105	M	Russian.HO	Modern Westeurasian populations
Rrzs-3.HO	-0.0378	0.0129	-0.0344	-0.0049	-0.0043	-0.0008	0.0021	0.003	-0.007	-0.007	0	54.4	40.53	582085	F	Russian.HO	Modern Westeurasian populations
Rsm-181.HO	-0.037	0.0108	-0.0299	-0.0053	-0.0032	-0.0071	0.0024	0.0013	-0.0058	-0.0063	0	53.95	32.87	584468	M	Russian.HO	Modern Westeurasian populations
HGDP01079.HO	-0.0055	-0.0537	0.0442	0.0053	0.0041	-0.0014	-0.0027	-0.0024	0.0023	0.0045	0	40	9	592770	M	Sardinian.HO	Modern Westeurasian populations
HGDP01077.HO	-0.0037	-0.049	0.0477	0.0027	0.007	-0.0049	0.0001	0.002	-0.0009	-0.0035	0	40	9	592739	M	Sardinian.HO	Modern Westeurasian populations
HGDP00666.HO	-0.0031	-0.0536	0.0465	0.0028	-0.0015	0.0007	-0.0037	-0.0012	0.0019	0.0047	0	40	9	591153	M	Sardinian.HO	Modern Westeurasian populations
HGDP00667.HO	-0.0078	-0.05	0.0384	0.003	0.0045	-0.0024	-0.0002	-0.003	-0.0098	0.0039	0	40	9	591968	F	Sardinian.HO	Modern Westeurasian populations
HGDP00668.HO	-0.0047	-0.0558	0.0426	0.0116	-0.0004	0.0024	0.001	-0.0059	0.0027	-0.0007	0	40	9	592459	M	Sardinian.HO	Modern Westeurasian populations
HGDP00669.HO	-0.0043	-0.0536	0.0423	0.0137	0.0058	0.0043	0.0014	-0.0026	0.009	0.0014	0	40	9	592350	F	Sardinian.HO	Modern Westeurasian populations
HGDP00670.HO	-0.0041	-0.0566	0.0443	0.0009	0.0022	-0.0024	-0.0001	-0.0037	-0.0027	-0.0017	0	40	9	591936	M	Sardinian.HO	Modern Westeurasian populations
HGDP00671.HO	-0.0054	-0.0528	0.0444	0.0072	0.0019	-0.0007	0.0013	-0.0048	0.0005	-0.0012	0	40	9	592810	M	Sardinian.HO	Modern Westeurasian populations
HGDP00673.HO	-0.0014	-0.0525	0.0406	0.0068	0.006	0.0046	-0.0005	0.0041	-0.0011	0.0048	0	40	9	591782	F	Sardinian.HO	Modern Westeurasian populations
HGDP01078.HO	-0.0044	-0.0521	0.0431	0.0024	-0.0021	-0.0009	0.0022	-0.0042	0.0065	0.0011	0	40	9	588921	F	Sardinian.HO	Modern Westeurasian populations
HGDP01064.HO	-0.0033	-0.0597	0.0508	0.0057	0.0058	0.0006	-0.0017	-0.0038	0.0019	0.0065	0	40	9	591421	F	Sardinian.HO	Modern Westeurasian populations
HGDP01065.HO	-0.0067	-0.0556	0.0427	0.0017	-0.0024	0	0.0013	-0.0062	0.0057	-0.0061	0	40	9	592700	F	Sardinian.HO	Modern Westeurasian populations
HGDP00674.HO	-0.0054	-0.0552	0.043	0.0034	0.0047	-0.0034	-0.0038	-0.0072	0.0025	0.0003	0	40	9	590761	M	Sardinian.HO	Modern Westeurasian populations
HGDP01067.HO	-0.001	-0.054	0.0452	0.0065	-0.0008	-0.0017	0.0033	-0.0036	0.0043	-0.0027	0	40	9	590020	M	Sardinian.HO	Modern Westeurasian populations
HGDP01076.HO	-0.0031	-0.0539	0.048	0.004	0.0032	0.0001	0.0003	-0.0058	0.0011	0.0036	0	40	9	588246	M	Sardinian.HO	Modern Westeurasian populations
HGDP01066.HO	-0.0046	-0.0605	0.0427	0.0098	0.0035	0.0012	0.0053	-0.002	-0.0012	0.0043	0	40	9	592802	M	Sardinian.HO	Modern Westeurasian populations
HGDP01074.HO	-0.0037	-0.0541	0.0429	0.0032	-0.0015	-0.0019	-0.0007	-0.0007	0.0041	0.0098	0	40	9	591218	F	Sardinian.HO	Modern Westeurasian populations
HGDP01073.HO	-0.0031	-0.0549	0.051	0.0034	-0.0005	-0.0049	0.0006	-0.0004	-0.0011	0.0021	0	40	9	592702	M	Sardinian.HO	Modern Westeurasian populations
HGDP01075.HO	-0.0015	-0.0569	0.0465	0.0055	-0.0006	0.0003	-0.0082	0.0005	0.0066	0.0035	0	40	9	592223	M	Sardinian.HO	Modern Westeurasian populations
HGDP01071.HO	-0.0024	-0.0522	0.0417	0.0004	0.0015	0.0037	-0.0043	-0.0059	-0.0007	-0.0012	0	40	9	589836	M	Sardinian.HO	Modern Westeurasian populations
HGDP01070.HO	-0.0033	-0.055	0.0439	0.0057	0.0026	0.0048	0.0007	-0.0084	-0.0021	0.0009	0	40	9	591729	F	Sardinian.HO	Modern Westeurasian populations
HGDP01069.HO	-0.0053	-0.0555	0.0493	0.0085	0.008	0.0031	-0.0061	-0.0024	-0.0059	0.0031	0	40	9	592033	M	Sardinian.HO	Modern Westeurasian populations
HGDP01068.HO	-0.0012	-0.0506	0.0456	0.0084	0.0009	0	0.0008	-0.0033	0.0002	0.0046	0	40	9	591475	F	Sardinian.HO	Modern Westeurasian populations
HGDP01072.HO	-0.0008	-0.0516	0.0432	0.0086	-0.0019	0.005	0.0003	0.0028	0.002	0.0025	0	40	9	591376	F	Sardinian.HO	Modern Westeurasian populations
HGDP01063.HO	-0.0035	-0.0546	0.0439	0.0077	0.0007	0.0026	-0.0052	-0.0045	-0.0037	-0.0028	0	40	9	592509	M	Sardinian.HO	Modern Westeurasian populations
SaudiA1.HO	0.0649	-0.0388	-0.063	0.0362	0.0066	0.0014	0.0193	0.0116	0.0008	0.0073	0	18.490029	42.51709	591748	M	Saudi.HO	Modern Westeurasian populations
SaudiA9.HO	0.0483	-0.0021	-0.0179	0.0046	-0.0028	-0.0098	-0.0027	0.008	0.0028	-0.0028	0	18.490029	42.51709	592591	M	Saudi.HO	Modern Westeurasian populations
SaudiA5.HO	0.0647	-0.0419	-0.062	0.0469	0.0132	0.0043	0.0123	0.0105	-0.0071	-0.0173	0	18.490029	42.51709	591619	M	Saudi.HO	Modern Westeurasian populations
SaudiA6.HO	0.0527	-0.0167	-0.034	0.0124	0.0039	-0.0043	-0.0048	-0.002	-0.0004	-0.0076	0	18.490029	42.51709	592072	M	Saudi.HO	Modern Westeurasian populations
saudi1424.HO	0.0631	-0.0375	-0.0612	0.0517	0.006	0.0063	-0.0069	0.0076	0.0005	-0.0091	0	18.490029	42.51709	592414	M	Saudi.HO	Modern Westeurasian populations
saudi1434.HO	0.0619	-0.0439	-0.0519	0.0464	0.006	0.0077	0.0113	0.004	-0.0083	-0.0141	0	18.490029	42.51709	591875	M	Saudi.HO	Modern Westeurasian populations
SaudiA7.HO	0.0352	-0.0012	0.0117	0.0004	0.0025	0.0006	0.0019	-0.0072	0.0001	-0.0028	0	18.490029	42.51709	592285	M	Saudi.HO	Modern Westeurasian populations
saudi1403.HO	0.0638	-0.0391	-0.0585	0.045	0.003	0.0059	0.0083	0	-0.0057	-0.0187	0	18.490029	42.51709	592303	M	Saudi.HO	Modern Westeurasian populations
HG00103.HO	-0.0326	-0.0084	-0.0022	0.0001	-0.0008	-0.0014	0	-0.004	0.0043	-0.0041	0	56.04	-5.44	590953	M	Scottish.HO	Modern Westeurasian populations
HG00104.HO	-0.0286	-0.0036	0.0016	0.0051	0.0001	-0.0027	-0.0015	0.0047	0.006	0.0005	0	56.04	-4.44	592028	F	Scottish.HO	Modern Westeurasian populations
HG00105.HO	-0.0326	-0.0091	-0.004	0.0039	0.0054	0.0063	-0.0009	-0.0055	0.0038	0.0021	0	56.04	-3.44	592035	M	Scottish.HO	Modern Westeurasian populations
HG00106.HO	-0.0322	-0.0043	-0.0012	0.0037	0.0015	0.0012	-0.0084	0.0035	0.0035	0.0016	0	56.04	-2.44	592373	F	Scottish.HO	Modern Westeurasian populations
SR60.HO	0.0109	-0.0114	0.0107	0.0044	-0.0065	0.0072	0.0027	-0.0017	0.0036	0.0041	0	37.067	15.267	591041	M	Sicilian.HO	Modern Westeurasian populations
TP04.HO	0.0045	-0.0154	0.0181	-0.0033	-0.0076	0.0006	0.0008	-0.01	0.0108	0.0014	0	38.019	12.515	591648	M	Sicilian.HO	Modern Westeurasian populations
TP05.HO	0.0112	-0.0151	0.0094	-0.0068	-0.0056	-0.0059	0.0082	0.0031	0.004	0.0182	0	38.019	12.515	591104	M	Sicilian.HO	Modern Westeurasian populations
TP25.HO	0.0079	-0.0141	0.0203	-0.0023	0.0005	-0.0032	-0.0038	0.0006	0.0133	-0.0085	0	38.019	12.515	591652	M	Sicilian.HO	Modern Westeurasian populations
SR23.HO	0.0072	-0.0083	0.022	-0.0044	-0.0075	0.0016	0.001	-0.0044	-0.0047	0.0014	0	37.067	15.267	590602	M	Sicilian.HO	Modern Westeurasian populations
TP08.HO	0.0062	-0.0115	0.0164	0.0008	0.0023	0.0001	-0.0022	-0.001	-0.0007	-0.0007	0	38.019	12.515	589894	M	Sicilian.HO	Modern Westeurasian populations
TP07.HO	0.0124	-0.0144	0.0126	-0.0047	0.0015	-0.005	-0.0032	0.005	0.0122	-0.0037	0	38.019	12.515	591434	M	Sicilian.HO	Modern Westeurasian populations
TP06.HO	0.0056	-0.0161	0.0178	-0.005	-0.0002	0.0035	-0.0065	0.0028	0.0015	-0.0032	0	38.019	12.515	591373	M	Sicilian.HO	Modern Westeurasian populations
SR44.HO	0.0088	-0.0125	0.0157	-0.0028	-0.007	-0.0018	-0.0074	0.0067	0.005	0.0063	0	37.067	15.267	591750	M	Sicilian.HO	Modern Westeurasian populations
SR64.HO	0.0092	-0.0106	0.0173	-0.0014	0.0002	-0.0013	-0.0047	-0.0012	-0.0003	0.0012	0	37.067	15.267	591803	M	Sicilian.HO	Modern Westeurasian populations
SR48R.HO	0.0079	-0.0096	0.0151	0.0015	0.0001	0.0043	0.0011	-0.0054	-0.0104	0.0018	0	37.067	15.267	591816	M	Sicilian.HO	Modern Westeurasian populations
EIV013_2.HO	-0.0158	-0.0298	0.0148	0.0013	-0.0018	0.0006	0.0001	0.0003	-0.001	0.0008	0	38.7055	1.4283	553839	F	Spanish.HO	Modern Westeurasian populations
SOL083.HO	-0.0189	-0.0253	0.017	0.0069	0.0065	0.0049	0.0005	-0.0039	-0.0003	0.0015	0	41.9804394	1.7832034	554476	M	Spanish.HO	Modern Westeurasian populations
SOL084.HO	-0.0137	-0.0333	0.0139	-0.0066	0.006	-0.0026	-0.0034	0.002	-0.0022	0.0029	0	38.9549168	-0.4560306	548532	M	Spanish.HO	Modern Westeurasian populations
EIV001_2.HO	-0.0096	-0.03	0.0254	0.0045	0.0005	0.0035	0.0032	0.002	-0.0005	-0.0015	0	38.7055	1.4283	554994	M	Spanish.HO	Modern Westeurasian populations
STC091.HO	-0.0182	-0.0287	0.0138	0.0073	-0.0004	0.0031	0	-0.004	0.0052	0.0058	0	41.4638322	1.6664617	554869	M	Spanish.HO	Modern Westeurasian populations
VID016.HO	-0.0217	-0.0246	0.0104	-0.0006	0.0015	0.0051	0.0037	-0.0007	-0.0027	0.0049	0	42.0071811	2.7046577	555078	M	Spanish.HO	Modern Westeurasian populations
VID057.HO	-0.0178	-0.031	0.0154	0.0009	-0.0006	0.0039	-0.0025	-0.0028	0.0005	-0.0032	0	41.91360585	1.8891236	554924	M	Spanish.HO	Modern Westeurasian populations
VID014.HO	-0.0189	-0.0294	0.016	-0.0023	-0.0028	-0.0005	0.0037	-0.0008	0.0034	0.0015	0	41.450137	2.2474195	551453	M	Spanish.HO	Modern Westeurasian populations
VID044.HO	-0.0175	-0.0242	0.0204	0.0044	0.0043	0.0018	-0.0027	0.0019	0.0031	0.0003	0	42.33114798	2.226202925	554293	M	Spanish.HO	Modern Westeurasian populations
EIV011_2.HO	-0.0141	-0.033	0.0094	-0.0046	-0.0018	-0.0001	0.0033	0.0004	0.0031	0.0068	0	38.7055	1.4283	553098	F	Spanish.HO	Modern Westeurasian populations
EIV010_2.HO	-0.0132	-0.028	0.0166	-0.0043	0.0009	-0.0019	-0.0037	0.0063	0.0073	-0.0078	0	38.7055	1.4283	552562	F	Spanish.HO	Modern Westeurasian populations
VID048.HO	-0.0176	-0.0312	0.0185	0.0052	0.0019	0	-0.0034	-0.0019	0.0051	0.0022	0	41.1109501	1.1450011	551567	M	Spanish.HO	Modern Westeurasian populations
EIV009_2.HO	-0.0156	-0.0331	0.0116	-0.0051	-0.0001	0.0099	-0.0036	-0.0018	-0.0006	-0.0047	0	38.7055	1.4283	548558	M	Spanish.HO	Modern Westeurasian populations
VID003.HO	-0.0163	-0.0245	0.0126	0	0.001	-0.0008	-0.0016	-0.0073	0.0009	0.0071	0	41.2399203	1.5772767	553990	M	Spanish.HO	Modern Westeurasian populations
VID037.HO	-0.0197	-0.0276	0.0181	0.0013	-0.0006	0.0012	0.0017	-0.0046	-0.0048	0.0029	0	41.7060846	1.486515625	554921	M	Spanish.HO	Modern Westeurasian populations
BOS027.HO	-0.0144	-0.0355	0.0203	-0.0094	0.0046	-0.0004	0.0091	0.0015	0.0054	0.0059	0	40.0727808	-0.2130235	549526	M	Spanish.HO	Modern Westeurasian populations
ALB126.HO	-0.0165	-0.031	0.0129	-0.001	0.0006	-0.0035	0.0055	-0.0034	0.0018	-0.0023	0	39.57764065	-0.435621325	554054	M	Spanish.HO	Modern Westeurasian populations
GUS036.HO	-0.0157	-0.0263	0.0151	-0.0021	0.0016	0.0071	-0.0026	-0.0014	0.0058	0.0011	0	41.5404466	0.9184976	555017	M	Spanish.HO	Modern Westeurasian populations
GUS040.HO	-0.0158	-0.0308	0.0165	0.0019	0.0005	-0.0063	-0.001	0.0032	0.0061	0.0035	0	41.387917	2.1699187	555084	M	Spanish.HO	Modern Westeurasian populations
COM032.HO	-0.0168	-0.0284	0.0138	0.0037	0.0012	0.0018	0	-0.0006	0.0021	-0.0027	0	41.5375002	2.4452776	554986	M	Spanish.HO	Modern Westeurasian populations
GUS119.HO	-0.0148	-0.0264	0.0118	-0.0019	0.0046	-0.0036	0.0006	-0.0003	0.0053	-0.0063	0	41.387917	2.1699187	555017	M	Spanish.HO	Modern Westeurasian populations
GUS199.HO	-0.0124	-0.0274	0.0174	-0.0033	-0.0034	-0.0063	-0.0045	-0.0008	0.0017	-0.0001	0	39.03352	1.564958	552316	M	Spanish.HO	Modern Westeurasian populations
GUS202.HO	-0.0173	-0.0259	0.0138	-0.0003	0.0067	-0.0017	0.0005	0.0027	-0.0032	0.0071	0	41.41158328	1.168242775	553200	M	Spanish.HO	Modern Westeurasian populations
GUS203.HO	-0.0125	-0.0263	0.0134	0.0011	-0.0017	0.0016	-0.001	-0.0031	0.0034	0.0015	0	38.9853	1.535	552097	M	Spanish.HO	Modern Westeurasian populations
MAS003.HO	-0.0182	-0.0382	0.0069	-0.0131	-0.0037	0.0085	-0.0226	-0.0009	-0.0094	-0.0006	0	41.74347858	1.856196	543371	M	Spanish.HO	Modern Westeurasian populations
MAS016.HO	-0.0175	-0.0239	0.0153	0.0013	0.0001	0.0019	0.0004	-0.0031	0.0009	-0.0032	0	41.54621708	2.45454985	552745	M	Spanish.HO	Modern Westeurasian populations
MAS064.HO	-0.0114	-0.0306	0.0172	0.002	0.0019	0.0026	-0.0024	-0.0017	-0.0022	0.005	0	38.16575973	-0.57921845	553151	M	Spanish.HO	Modern Westeurasian populations
MAY035.HO	-0.015	-0.0289	0.0194	0.0006	0.0051	-0.0018	-0.0028	-0.0005	-0.0001	-0.002	0	39.7195	2.9079	554698	M	Spanish.HO	Modern Westeurasian populations
COD147.HO	-0.0188	-0.0328	0.0135	-0.0027	-0.0001	0.0061	0.0074	-0.0036	0.0029	0.0039	0	41.387917	2.1699187	554342	M	Spanish.HO	Modern Westeurasian populations
MEL022.HO	-0.0129	-0.0311	0.0189	-0.0011	-0.0036	0.0016	0.0007	0.0015	-0.0021	0.0112	0	39.649425	3.299225	549455	M	Spanish.HO	Modern Westeurasian populations
MIQ133.HO	-0.0178	-0.0177	0.0177	0.0008	0.0038	0.003	-0.0047	0.0027	-0.0055	0.0025	0	41.66488053	0.987945675	555088	M	Spanish.HO	Modern Westeurasian populations
MOR061.HO	-0.0157	-0.0232	0.0171	-0.0007	-0.0015	0.0057	-0.0103	-0.0017	0.0005	-0.0028	0	41.8480057	2.5126261	552920	M	Spanish.HO	Modern Westeurasian populations
MOR068.HO	-0.0184	-0.025	0.0152	0.0022	0.0027	0.0008	-0.002	-0.0021	-0.0004	-0.0035	0	41.6519419	2.34427665	555028	M	Spanish.HO	Modern Westeurasian populations
MST073.HO	-0.0182	-0.0238	0.014	-0.0019	-0.0014	0.0002	-0.0015	0.0006	0.0027	0.0053	0	39.5698	3.2095	555009	M	Spanish.HO	Modern Westeurasian populations
